Monthly El Nino Sea Surface Temperature (degrees Celsius)
Year.Month    SST (!Uo!NC)
1978.791667  -0.49
1978.875000   0.01
1978.958333   0.16
1979.041667  -0.02
1979.125000  -0.14
1979.208333   0.17
1979.291667   0.38
1979.375000   0.16
1979.458333   0.51
1979.541667   0.14
1979.625000   0.40
1979.708333   1.12
1979.791667   0.59
1979.875000   0.58
1979.958333   0.50
1980.041667   0.53
1980.125000   0.31
1980.208333   0.22
1980.291667   0.21
1980.375000   0.41
1980.458333   0.52
1980.541667   0.19
1980.625000  -0.06
1980.708333   0.00
1980.791667  -0.15
1980.875000   0.27
1980.958333   0.36
1981.041667  -0.37
1981.125000  -0.49
1981.208333   0.02
1981.291667  -0.09
1981.375000  -0.09
1981.458333   0.01
1981.541667  -0.33
1981.625000  -0.55
1981.708333  -0.13
1981.791667   0.09
1981.875000  -0.02
1981.958333   0.24
1982.041667   0.66
1982.125000   0.49
1982.208333   0.09
1982.291667   0.26
1982.375000   0.96
1982.458333   1.25
1982.541667   0.53
1982.625000   1.19
1982.708333   2.04
1982.791667   2.62
1982.875000   2.38
1982.958333   3.15
1983.041667   3.41
1983.125000   2.48
1983.208333   2.03
1983.291667   1.72
1983.375000   2.20
1983.458333   2.09
1983.541667   1.07
1983.625000   0.92
1983.708333   0.62
1983.791667  -0.51
1983.875000  -0.57
1983.958333  -0.34
1984.041667  -0.39
1984.125000   0.31
1984.208333   0.39
1984.291667   0.04
1984.375000  -0.42
1984.458333  -0.68
1984.541667  -0.10
1984.625000  -0.11
1984.708333   0.31
1984.791667  -0.53
1984.875000  -0.66
1984.958333  -1.10
1985.041667  -0.80
1985.125000  -0.36
1985.208333   0.10
1985.291667  -0.76
1985.375000  -0.58
1985.458333  -0.58
1985.541667  -0.76
1985.625000  -0.93
1985.708333  -0.43
1985.791667  -0.78
1985.875000  -0.10
1985.958333  -0.20
1986.041667  -0.34
1986.125000  -0.28
1986.208333  -0.10
1986.291667   0.41
1986.375000  -0.04
1986.458333  -0.02
1986.541667   0.16
1986.625000   0.52
1986.708333   1.03
1986.791667   1.05
1986.875000   1.13
1986.958333   0.96
1987.041667   0.86
1987.125000   1.09
1987.208333   1.19
1987.291667   0.89
1987.375000   1.32
1987.458333   0.67
1987.541667   1.23
1987.625000   1.55
1987.708333   1.86
1987.791667   1.28
1987.875000   1.30
1987.958333   1.42
1988.041667   0.98
1988.125000   0.02
1988.208333   0.27
1988.291667  -0.12
1988.375000  -0.75
1988.458333  -1.75
1988.541667  -1.78
1988.625000  -1.32
1988.708333  -0.35
1988.791667  -1.27
1988.875000  -1.41
1988.958333  -1.31
1989.041667  -1.19
1989.125000  -0.60
1989.208333  -0.53
1989.291667  -0.61
1989.375000  -0.20
1989.458333   0.26
1989.541667   0.28
1989.625000  -0.70
1989.708333  -0.06
1989.791667  -0.14
1989.875000  -0.14
1989.958333   0.16
1990.041667   0.05
1990.125000   0.74
1990.208333   0.06
1990.291667   0.52
1990.375000   0.39
1990.458333   0.44
1990.541667   0.55
1990.625000   0.51
1990.708333   0.39
1990.791667   0.13
1990.875000   0.17
1990.958333   0.79
1991.041667   0.34
1991.125000   0.56
1991.208333   0.09
1991.291667   0.44
1991.375000   0.83
1991.458333   1.20
1991.541667   1.28
1991.625000   0.91
1991.708333   0.39
1991.791667   0.76
1991.875000   1.24
1991.958333   1.12
1992.041667   1.42
1992.125000   1.24
1992.208333   1.14
1992.291667   1.27
1992.375000   1.65
1992.458333   1.35
1992.541667   0.31
1992.625000   0.02
1992.708333   0.26
1992.791667   0.12
1992.875000   0.20
1992.958333   0.39
1993.041667   0.48
1993.125000   0.64
1993.208333   0.60
1993.291667   0.90
1993.375000   1.75
1993.458333   0.84
1993.541667   0.73
1993.625000   0.64
1993.708333   0.69
1993.791667   0.28
1993.875000   0.54
1993.958333   0.37
1994.041667   0.51
1994.125000   0.58
1994.208333   0.21
1994.291667   0.29
1994.375000   0.36
1994.458333   0.31
1994.541667   0.02
1994.625000  -0.03
1994.708333   0.13
1994.791667   0.79
1994.875000   1.43
1994.958333   1.30
1995.041667   1.04
1995.125000   0.68
1995.208333   0.26
1995.291667  -0.24
1995.375000  -0.21
1995.458333   0.15
1995.541667  -0.02
1995.625000  -0.28
1995.708333  -0.32
1995.791667  -0.49
1995.875000  -0.41
1995.958333  -0.48
1996.041667  -0.32
1996.125000  -0.24
1996.208333  -0.10
1996.291667  -0.34
1996.375000  -0.83
1996.458333   0.18
1996.541667   0.17
1996.625000  -0.04
1996.708333  -0.10
1996.791667   0.12
1996.875000  -0.14
1996.958333  -0.55
1997.041667  -0.62
1997.125000  -0.32
1997.208333   0.23
1997.291667   0.44
1997.375000   1.43
1997.458333   2.13
1997.541667   2.72
1997.625000   3.10
1997.708333   3.26
1997.791667   3.54
1997.875000   3.78
1997.958333   3.92
1998.041667   3.56
1998.125000   2.73
1998.208333   2.26
1998.291667   1.83
1998.375000   1.43
1998.458333  -0.16
1998.541667  -0.14
1998.625000  -0.16
1998.708333  -0.40
1998.791667  -0.55
1998.875000  -0.62
1998.958333  -1.01
